Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_DECODE'.
Using operations until 'PERF_DECODE_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID   Total %  Bound  OP Code                                  Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
169    1.4 %         LayerNormDeviceOperation                       2        85 μs                    1                                                 BF16, BF16 => BF16
239    7.6 %   DRAM  MatmulDeviceOperation 32 x 5120 x 17408        2       464 μs          1 μs    109  387 GB/s  75.6 %  12.3 TFLOPs    4.1 %  HiFi2 BF16 x BF16 => BF16
240    7.6 %   DRAM  MatmulDeviceOperation 32 x 5120 x 17408        2       464 μs          1 μs    109  387 GB/s  75.7 %  12.3 TFLOPs    4.1 %  HiFi2 BF16 x BF16 => BF16
241    0.1 %         UnaryDeviceOperation                           2         7 μs          1 μs    110                                                       BF16 => BF16
242    0.2 %         BinaryNgDeviceOperation                        2         9 μs          1 μs    110                                                 BF16, BF16 => BF16
243    7.4 %   DRAM  MatmulDeviceOperation 32 x 17408 x 5120        2       457 μs          0 μs     80  394 GB/s  76.9 %  12.5 TFLOPs    5.6 %  HiFi2 BF16 x BF16 => BF16
244    0.1 %         BinaryNgDeviceOperation                        2         4 μs          1 μs    110                                                 BF16, BF16 => BF16
245   21.4 %         LayerNormDeviceOperation                       2        85 μs      1,229 μs      1                                                 BF16, BF16 => BF16
246    0.0 %         TypecastDeviceOperation                        2         1 μs          2 μs      1                                                    UINT32 => INT32
247    5.4 %   DRAM  MatmulDeviceOperation 32 x 5120 x 12288        2       331 μs          1 μs     96  384 GB/s  75.0 %  12.2 TFLOPs    4.6 %  HiFi2 BF16 x BF16 => BF16
248    0.1 %         SliceDeviceOperation                           2         3 μs          1 μs    110                                                       BF16 => BF16
249    0.1 %         SliceDeviceOperation                           2         3 μs          1 μs    110                                                       BF16 => BF16
250    1.2 %   SLOW  MatmulDeviceOperation 32 x 5120 x 1024         2        73 μs          1 μs     32  148 GB/s  28.9 %   4.6 TFLOPs    5.2 %  HiFi2 BF16 x BF16 => BF16
251    1.2 %   SLOW  MatmulDeviceOperation 32 x 5120 x 1024         2        73 μs          1 μs     32  149 GB/s  29.1 %   4.6 TFLOPs    5.2 %  HiFi2 BF16 x BF16 => BF16
252    0.1 %         ConcatDeviceOperation                          2         3 μs          1 μs    110                                                 BF16, BF16 => BF16
253    0.3 %         NLPCreateQKVHeadsDecodeDeviceOperation         2        15 μs          1 μs      1                                                       BF16 => BF16
254    0.0 %         ShardedToInterleavedDeviceOperation            2         1 μs          2 μs      1                                                       BF16 => BF16
255    0.1 %         LayerNormDeviceOperation                       2         6 μs          2 μs      1                                                 BF16, BF16 => BF16
256    0.0 %         ShardedToInterleavedDeviceOperation            2         1 μs          2 μs      1                                                       BF16 => BF16
257    0.1 %         LayerNormDeviceOperation                       2         6 μs          2 μs      1                                                 BF16, BF16 => BF16
258    0.0 %         SliceDeviceOperation                           2         2 μs          1 μs      2                                                       BF16 => BF16
259    0.0 %         SliceDeviceOperation                           2         2 μs          1 μs      6                                                       BF16 => BF16
260    0.0 %         EmbeddingsDeviceOperation                      2         1 μs          2 μs      1                                               UINT32, BF16 => BF16
261    0.1 %         TilizeWithValPaddingDeviceOperation            2         3 μs          2 μs      1                                                       BF16 => BF16
262    0.0 %         EmbeddingsDeviceOperation                      2         1 μs          2 μs      1                                               UINT32, BF16 => BF16
263    0.1 %         TilizeWithValPaddingDeviceOperation            2         3 μs          1 μs      1                                                       BF16 => BF16
264    0.0 %         TransposeDeviceOperation                       2         2 μs          1 μs    110                                                       BF16 => BF16
265    0.0 %         TransposeDeviceOperation                       2         2 μs          1 μs    110                                                       BF16 => BF16
266    0.0 %         UntilizeWithUnpaddingDeviceOperation           2         1 μs          2 μs      1                                                       BF16 => BF16
267    0.0 %         RepeatDeviceOperation                          2         3 μs          1 μs    110                                                       BF16 => BF16
268    0.1 %         TilizeWithValPaddingDeviceOperation            2         3 μs          2 μs      1                                                       BF16 => BF16
269    0.0 %         UntilizeWithUnpaddingDeviceOperation           2         1 μs          1 μs      1                                                       BF16 => BF16
270    0.0 %         RepeatDeviceOperation                          2         2 μs          1 μs    110                                                       BF16 => BF16
271    0.1 %         TilizeWithValPaddingDeviceOperation            2         2 μs          1 μs      1                                                       BF16 => BF16
272    0.1 %         BinaryNgDeviceOperation                        2         3 μs          1 μs    110                                                 BF16, BF16 => BF16
273    0.0 %         SliceDeviceOperation                           2         1 μs          1 μs      1                                                       BF16 => BF16
274    0.0 %         UnaryDeviceOperation                           2         2 μs          1 μs    110                                                       BF16 => BF16
275    0.0 %         SliceDeviceOperation                           2         1 μs          2 μs      1                                                       BF16 => BF16
276    0.0 %         ConcatDeviceOperation                          2         2 μs          1 μs      2                                                 BF16, BF16 => BF16
277    0.1 %         BinaryNgDeviceOperation                        2         3 μs          1 μs    110                                                 BF16, BF16 => BF16
278    0.0 %         BinaryNgDeviceOperation                        2         2 μs          1 μs    110                                                 BF16, BF16 => BF16
279    0.0 %         ConcatDeviceOperation                          2         2 μs          1 μs      8                                                 BF16, BF16 => BF16
280    0.0 %         InterleavedToShardedDeviceOperation            2         1 μs          2 μs      1                                                       BF16 => BF16
281    0.0 %         SliceDeviceOperation                           2         2 μs          1 μs      2                                                       BF16 => BF16
282    0.0 %         SliceDeviceOperation                           2         2 μs          1 μs      6                                                       BF16 => BF16
283    0.0 %         EmbeddingsDeviceOperation                      2         1 μs          2 μs      1                                               UINT32, BF16 => BF16
284    0.1 %         TilizeWithValPaddingDeviceOperation            2         3 μs          2 μs      1                                                       BF16 => BF16
285    0.0 %         EmbeddingsDeviceOperation                      2         1 μs          1 μs      1                                               UINT32, BF16 => BF16
286    0.1 %         TilizeWithValPaddingDeviceOperation            2         3 μs          1 μs      1                                                       BF16 => BF16
287    0.0 %         TransposeDeviceOperation                       2         2 μs          1 μs    110                                                       BF16 => BF16
288    0.0 %         TransposeDeviceOperation                       2         2 μs          1 μs    110                                                       BF16 => BF16
289    0.0 %         UntilizeWithUnpaddingDeviceOperation           2         1 μs          1 μs      1                                                       BF16 => BF16
290    0.0 %         RepeatDeviceOperation                          2         2 μs          1 μs    110                                                       BF16 => BF16
291    0.1 %         TilizeWithValPaddingDeviceOperation            2         3 μs          2 μs      1                                                       BF16 => BF16
292    0.0 %         UntilizeWithUnpaddingDeviceOperation           2         1 μs          2 μs      1                                                       BF16 => BF16
293    0.0 %         RepeatDeviceOperation                          2         2 μs          1 μs    110                                                       BF16 => BF16
294    0.1 %         TilizeWithValPaddingDeviceOperation            2         3 μs          1 μs      1                                                       BF16 => BF16
295    0.1 %         BinaryNgDeviceOperation                        2         3 μs          1 μs    110                                                 BF16, BF16 => BF16
296    0.0 %         SliceDeviceOperation                           2         1 μs          2 μs      1                                                       BF16 => BF16
297    0.0 %         UnaryDeviceOperation                           2         2 μs          1 μs    110                                                       BF16 => BF16
298    0.0 %         SliceDeviceOperation                           2         1 μs          2 μs      1                                                       BF16 => BF16
299    0.0 %         ConcatDeviceOperation                          2         2 μs          1 μs      2                                                 BF16, BF16 => BF16
300    0.1 %         BinaryNgDeviceOperation                        2         3 μs          1 μs    110                                                 BF16, BF16 => BF16
301    0.0 %         BinaryNgDeviceOperation                        2         2 μs          1 μs    110                                                 BF16, BF16 => BF16
302    0.0 %         ConcatDeviceOperation                          2         2 μs          1 μs      8                                                 BF16, BF16 => BF16
303    0.0 %         InterleavedToShardedDeviceOperation            2         1 μs          2 μs      1                                                       BF16 => BF16
304    0.1 %         PagedUpdateCacheDeviceOperation                2         6 μs          2 μs      1                                                 BF16, BF16 => BF16
305    0.1 %         PagedUpdateCacheDeviceOperation                2         6 μs          1 μs      1                                                 BF16, BF16 => BF16
306    0.2 %         SdpaDecodeDeviceOperation                      2         9 μs          3 μs    110                                                 BF16, BF16 => BF16
307    0.0 %         InterleavedToShardedDeviceOperation            2         1 μs          1 μs      1                                                       BF16 => BF16
308    0.0 %         NLPConcatHeadsDecodeDeviceOperation            2         2 μs          1 μs     24                                                       BF16 => BF16
309    0.0 %         ShardedToInterleavedDeviceOperation            2         2 μs          1 μs     24                                                       BF16 => BF16
310    0.1 %         UnaryDeviceOperation                           2         4 μs          1 μs    110                                                       BF16 => BF16
311    0.1 %         BinaryNgDeviceOperation                        2         5 μs          1 μs    110                                                 BF16, BF16 => BF16
312    2.7 %   DRAM  MatmulDeviceOperation 32 x 6144 x 5120         2       162 μs          3 μs     80  393 GB/s  76.7 %  12.4 TFLOPs    5.6 %  HiFi2 BF16 x BF16 => BF16
313    0.1 %         BinaryNgDeviceOperation                        2         4 μs          1 μs    110                                                 BF16, BF16 => BF16
314    1.4 %         LayerNormDeviceOperation                       2        85 μs          1 μs      1                                                 BF16, BF16 => BF16
315    7.6 %   DRAM  MatmulDeviceOperation 32 x 5120 x 17408        2       465 μs          1 μs    109  387 GB/s  75.5 %  12.3 TFLOPs    4.1 %  HiFi2 BF16 x BF16 => BF16
316    7.6 %   DRAM  MatmulDeviceOperation 32 x 5120 x 17408        2       463 μs          1 μs    109  388 GB/s  75.8 %  12.3 TFLOPs    4.1 %  HiFi2 BF16 x BF16 => BF16
317    0.1 %         UnaryDeviceOperation                           2         7 μs          1 μs    110                                                       BF16 => BF16
318    0.2 %         BinaryNgDeviceOperation                        2         9 μs          1 μs    110                                                 BF16, BF16 => BF16
319    7.4 %   DRAM  MatmulDeviceOperation 32 x 17408 x 5120        2       455 μs          1 μs     80  395 GB/s  77.2 %  12.5 TFLOPs    5.7 %  HiFi2 BF16 x BF16 => BF16
320    0.1 %         BinaryNgDeviceOperation                        2         4 μs          1 μs    110                                                 BF16, BF16 => BF16
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     100.0 %         152 device ops, 0 host ops, 0 signposts              4,756 μs      1,383 μs         316 GB/s  61.7 %
