2025-09-12 00:21:37.142 | info     |            Test | Starting Test (test_tt_fabric.cpp:41)
2025-09-12 00:21:38.214 | info     |   SiliconDriver | Harvesting mask for chip 27 is 0x0 (NOC0: 0x0, simulated harvesting mask: 0x0). (cluster.cpp:372)
2025-09-12 00:21:38.223 | info     |   SiliconDriver | Harvesting mask for chip 28 is 0x0 (NOC0: 0x0, simulated harvesting mask: 0x0). (cluster.cpp:372)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Opening local chip ids/pci ids: {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31}/[4, 30, 22, 14, 0, 28, 18, 12, 5, 26, 21, 7, 1, 25, 20, 10, 2, 27, 19, 13, 9, 31, 16, 15, 3, 24, 23, 8, 6, 29, 17, 11] and remote chip ids {} (cluster.cpp:219)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | All devices in cluster running firmware version: 18.6.0 (cluster.cpp:200)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | IOMMU: disabled (cluster.cpp:160)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | KMD version: 1.34.0 (cluster.cpp:163)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 0) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 1) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 2) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 3) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 4) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 5) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 6) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 7) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 8) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 9) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 10) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 11) (cluster.cpp:1027)
2025-09-12 00:21:38.233 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 12) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 13) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 14) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 15) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 16) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 17) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 18) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 19) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 20) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 21) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 22) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 23) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 24) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 25) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 26) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 27) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 28) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 29) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 30) (cluster.cpp:1027)
2025-09-12 00:21:38.234 | info     |   SiliconDriver | Software version 6.0.0, Ethernet FW version 7.0.0 (Device 31) (cluster.cpp:1027)
2025-09-12 00:21:38.253 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efa00000000 and size 0x40000000 pinned to physical address 0xe80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.254 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef9c0000000 and size 0x40000000 pinned to physical address 0xe40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.254 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef980000000 and size 0x40000000 pinned to physical address 0xe00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.254 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef940000000 and size 0x30000000 pinned to physical address 0xdc0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.255 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efb00000000 and size 0x40000000 pinned to physical address 0x580000000 (pci_device.cpp:612)
2025-09-12 00:21:38.256 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efac0000000 and size 0x40000000 pinned to physical address 0x540000000 (pci_device.cpp:612)
2025-09-12 00:21:38.256 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efa80000000 and size 0x40000000 pinned to physical address 0x500000000 (pci_device.cpp:612)
2025-09-12 00:21:38.257 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efa40000000 and size 0x30000000 pinned to physical address 0x4c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.258 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efc40000000 and size 0x40000000 pinned to physical address 0x480000000 (pci_device.cpp:612)
2025-09-12 00:21:38.258 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efc00000000 and size 0x40000000 pinned to physical address 0x440000000 (pci_device.cpp:612)
2025-09-12 00:21:38.259 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efbc0000000 and size 0x40000000 pinned to physical address 0x400000000 (pci_device.cpp:612)
2025-09-12 00:21:38.259 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efb80000000 and size 0x30000000 pinned to physical address 0x3c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.260 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efd40000000 and size 0x40000000 pinned to physical address 0x380000000 (pci_device.cpp:612)
2025-09-12 00:21:38.260 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efd00000000 and size 0x40000000 pinned to physical address 0x340000000 (pci_device.cpp:612)
2025-09-12 00:21:38.261 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efcc0000000 and size 0x40000000 pinned to physical address 0x300000000 (pci_device.cpp:612)
2025-09-12 00:21:38.261 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efc80000000 and size 0x30000000 pinned to physical address 0x2c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.262 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efe80000000 and size 0x40000000 pinned to physical address 0x1280000000 (pci_device.cpp:612)
2025-09-12 00:21:38.263 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efe40000000 and size 0x40000000 pinned to physical address 0x1240000000 (pci_device.cpp:612)
2025-09-12 00:21:38.263 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efe00000000 and size 0x40000000 pinned to physical address 0x1200000000 (pci_device.cpp:612)
2025-09-12 00:21:38.263 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efdc0000000 and size 0x30000000 pinned to physical address 0x11c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.264 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7eff80000000 and size 0x40000000 pinned to physical address 0xd80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.265 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7eff40000000 and size 0x40000000 pinned to physical address 0xd40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.265 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7eff00000000 and size 0x40000000 pinned to physical address 0xd00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.266 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7efec0000000 and size 0x30000000 pinned to physical address 0xcc0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.267 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f00c0000000 and size 0x40000000 pinned to physical address 0x1c80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.267 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0080000000 and size 0x40000000 pinned to physical address 0x1c40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.268 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0040000000 and size 0x40000000 pinned to physical address 0x1c00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.268 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0000000000 and size 0x30000000 pinned to physical address 0x1bc0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.269 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f01c0000000 and size 0x40000000 pinned to physical address 0xb80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.270 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0180000000 and size 0x40000000 pinned to physical address 0xb40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.270 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0140000000 and size 0x40000000 pinned to physical address 0xb00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.271 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0100000000 and size 0x30000000 pinned to physical address 0xac0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.272 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0300000000 and size 0x40000000 pinned to physical address 0xa80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.272 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f02c0000000 and size 0x40000000 pinned to physical address 0xa40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.273 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0280000000 and size 0x40000000 pinned to physical address 0xa00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.273 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0240000000 and size 0x30000000 pinned to physical address 0x9c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.274 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0400000000 and size 0x40000000 pinned to physical address 0x1b80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.275 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f03c0000000 and size 0x40000000 pinned to physical address 0x1b40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.275 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0380000000 and size 0x40000000 pinned to physical address 0x1b00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.276 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0340000000 and size 0x30000000 pinned to physical address 0x1ac0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.276 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0540000000 and size 0x40000000 pinned to physical address 0x880000000 (pci_device.cpp:612)
2025-09-12 00:21:38.277 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0500000000 and size 0x40000000 pinned to physical address 0x840000000 (pci_device.cpp:612)
2025-09-12 00:21:38.277 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f04c0000000 and size 0x40000000 pinned to physical address 0x800000000 (pci_device.cpp:612)
2025-09-12 00:21:38.278 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0480000000 and size 0x30000000 pinned to physical address 0x7c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.279 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0640000000 and size 0x40000000 pinned to physical address 0x280000000 (pci_device.cpp:612)
2025-09-12 00:21:38.279 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0600000000 and size 0x40000000 pinned to physical address 0x240000000 (pci_device.cpp:612)
2025-09-12 00:21:38.280 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f05c0000000 and size 0x40000000 pinned to physical address 0x200000000 (pci_device.cpp:612)
2025-09-12 00:21:38.280 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0580000000 and size 0x30000000 pinned to physical address 0x1c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.281 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0780000000 and size 0x40000000 pinned to physical address 0x1680000000 (pci_device.cpp:612)
2025-09-12 00:21:38.282 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0740000000 and size 0x40000000 pinned to physical address 0x1640000000 (pci_device.cpp:612)
2025-09-12 00:21:38.282 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f0700000000 and size 0x40000000 pinned to physical address 0x1600000000 (pci_device.cpp:612)
2025-09-12 00:21:38.283 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7f06c0000000 and size 0x30000000 pinned to physical address 0x15c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.283 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef8c0000000 and size 0x40000000 pinned to physical address 0x1780000000 (pci_device.cpp:612)
2025-09-12 00:21:38.284 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef880000000 and size 0x40000000 pinned to physical address 0x1740000000 (pci_device.cpp:612)
2025-09-12 00:21:38.284 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef840000000 and size 0x40000000 pinned to physical address 0x1700000000 (pci_device.cpp:612)
2025-09-12 00:21:38.285 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef800000000 and size 0x30000000 pinned to physical address 0x16c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.286 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef780000000 and size 0x40000000 pinned to physical address 0xc80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.286 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef740000000 and size 0x40000000 pinned to physical address 0xc40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.287 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef700000000 and size 0x40000000 pinned to physical address 0xc00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.287 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef6c0000000 and size 0x30000000 pinned to physical address 0xbc0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.288 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef680000000 and size 0x40000000 pinned to physical address 0x1d80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.288 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef640000000 and size 0x40000000 pinned to physical address 0x1d40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.289 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef600000000 and size 0x40000000 pinned to physical address 0x1d00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.289 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef5c0000000 and size 0x30000000 pinned to physical address 0x1cc0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.290 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef540000000 and size 0x40000000 pinned to physical address 0x1a80000000 (pci_device.cpp:612)
2025-09-12 00:21:38.291 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef500000000 and size 0x40000000 pinned to physical address 0x1a40000000 (pci_device.cpp:612)
2025-09-12 00:21:38.291 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef4c0000000 and size 0x40000000 pinned to physical address 0x1a00000000 (pci_device.cpp:612)
2025-09-12 00:21:38.292 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef480000000 and size 0x30000000 pinned to physical address 0x19c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.292 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef440000000 and size 0x40000000 pinned to physical address 0x1180000000 (pci_device.cpp:612)
2025-09-12 00:21:38.293 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef400000000 and size 0x40000000 pinned to physical address 0x1140000000 (pci_device.cpp:612)
2025-09-12 00:21:38.293 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef3c0000000 and size 0x40000000 pinned to physical address 0x1100000000 (pci_device.cpp:612)
2025-09-12 00:21:38.294 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef380000000 and size 0x30000000 pinned to physical address 0x10c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.294 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef300000000 and size 0x40000000 pinned to physical address 0x1080000000 (pci_device.cpp:612)
2025-09-12 00:21:38.295 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef2c0000000 and size 0x40000000 pinned to physical address 0x1040000000 (pci_device.cpp:612)
2025-09-12 00:21:38.295 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef280000000 and size 0x40000000 pinned to physical address 0x1000000000 (pci_device.cpp:612)
2025-09-12 00:21:38.296 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef240000000 and size 0x30000000 pinned to physical address 0xfc0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.297 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef200000000 and size 0x40000000 pinned to physical address 0x780000000 (pci_device.cpp:612)
2025-09-12 00:21:38.297 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef1c0000000 and size 0x40000000 pinned to physical address 0x740000000 (pci_device.cpp:612)
2025-09-12 00:21:38.297 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef180000000 and size 0x40000000 pinned to physical address 0x700000000 (pci_device.cpp:612)
2025-09-12 00:21:38.298 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef140000000 and size 0x30000000 pinned to physical address 0x6c0000000 (pci_device.cpp:612)
2025-09-12 00:21:38.299 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef0c0000000 and size 0x40000000 pinned to physical address 0x1980000000 (pci_device.cpp:612)
2025-09-12 00:21:38.300 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef080000000 and size 0x40000000 pinned to physical address 0x1940000000 (pci_device.cpp:612)
2025-09-12 00:21:38.300 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef040000000 and size 0x40000000 pinned to physical address 0x1900000000 (pci_device.cpp:612)
2025-09-12 00:21:38.300 | info     |   SiliconDriver | Pinning pages for Hugepage: virtual address 0x7ef000000000 and size 0x30000000 pinned to physical address 0x18c0000000 (pci_device.cpp:612)
