OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,ATTRIBUTES,MATH FIDELITY,CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,OUTPUT_1_W_PAD[LOGICAL],OUTPUT_1_Z_PAD[LOGICAL],OUTPUT_1_Y_PAD[LOGICAL],OUTPUT_1_X_PAD[LOGICAL],OUTPUT_1_LAYOUT,OUTPUT_1_DATATYPE,OUTPUT_1_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),DRAM BW UTIL (%),NPE CONG IMPACT (%),SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%)
ReduceScatterMinimalAsync,tt_dnn_device,25603,3,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748129826,85748176285,46459,889163761507,889163830359,3720106766,3720106766,68852,61428,61428,39121,61379,50282,742,61421,44257,44334,37196,41113,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/10810051581153765283/'; 'ring_reduce_scatter_minimal_async_reader/14119104400534160379/'; 'tt_fabric_mux/16779065106191277479/'],6900,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,26628,4,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748887814,85748890488,2674,889593486109,889593573951,1151914,1151914,87842,80312,80312,53217,80260,68242,613,80304,67990,68054,58540,65056,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/1609996757978639505/'; 'ring_reduce_scatter_minimal_async_reader/7168053980478174648/'; 'tt_fabric_mux/16779065106191277479/'],6896,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,26632,8,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748890729,85748891900,1171,891223246548,891223332746,1155025,1155025,86198,78650,78650,49075,78604,64747,655,78645,64900,64971,54771,58879,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/1073530570986333170/'; 'ring_reduce_scatter_minimal_async_reader/7282800334769768013/'; 'tt_fabric_mux/16779065106191277479/'],6892,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,26636,12,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748892031,85748892982,951,893067381419,893067467482,1158986,1158988,86063,78553,78551,45959,78506,62283,626,78551,59193,59282,49655,55889,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/7662326660391945109/'; 'ring_reduce_scatter_minimal_async_reader/6256269281005910871/'; 'tt_fabric_mux/16779065106191277479/'],6896,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,26639,15,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748893142,85748894024,882,996234745137,996234829662,1158856,1158856,84525,76973,76973,43082,76920,60286,661,76968,56582,56659,44908,52424,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/2697028191569033112/'; 'ring_reduce_scatter_minimal_async_reader/5975991979281207860/'; 'tt_fabric_mux/16779065106191277479/'],6920,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,26635,11,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748894214,85748895356,1142,892647831624,892647910168,1163846,1163846,78544,71003,71003,39708,70952,58451,677,70993,56236,56312,47972,53042,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/16633683942098545886/'; 'ring_reduce_scatter_minimal_async_reader/17019350414694785222/'; 'tt_fabric_mux/16779065106191277479/'],6904,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,26624,0,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748895436,85748896607,1171,887748182123,887748258101,1163214,1163215,75978,68481,68480,44829,68433,56711,624,68480,54314,54395,50289,52809,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/11382801664616741622/'; 'ring_reduce_scatter_minimal_async_reader/15084281062867654907/'; 'tt_fabric_mux/16779065106191277479/'],6888,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,26631,7,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748896678,85748897459,781,890768320724,890768392896,1167660,1167660,72172,64673,64673,39107,64620,54542,685,64663,52441,52516,44309,47903,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/18299125580809870074/'; 'ring_reduce_scatter_minimal_async_reader/14454767050344457542/'; 'tt_fabric_mux/16779065106191277479/'],6900,2000,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,26627,3,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85748897529,85748898450,921,889164992770,889165065209,1169947,1169947,72439,64904,64904,40494,64852,52763,631,64897,47985,48063,43740,46403,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/10810051581153765283/'; 'ring_reduce_scatter_minimal_async_reader/14119104400534160379/'; 'tt_fabric_mux/16779065106191277479/'],6900,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,27652,4,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '10'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '1'; 'num_links': '4'; 'num_worker_per_link': '4'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,40,,85749195607,85749197790,2183,889593794854,889593880931,228428,228430,86077,78549,78547,52681,78490,67496,676,78547,68076,68159,60740,65219,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_41_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_41_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/1609996757978639505/'; 'ring_reduce_scatter_minimal_async_reader/7168053980478174648/'; 'tt_fabric_mux/16779065106191277479/'],6896,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
